id,rating,note,user
1666356,4.0,"Delicious third bottle on the night. Lots of body, and smooth finish. Flavour characters are complex and simple. Hard to say when I've had a few too many glasses!",Douglas Jarvis
1666356,4.0,"Nice red and a jack of all trades wine if you think about it. Cherry and plum, oak, vanilla, not overly sweet, and with perceptible spices.  Good wine from Portugal. Cheers",Nuno Pimenta
1666356,4.0,"Plum, Mulberry and charred bourbon cask oak on the rich and velvety nose. When it opens up the nose goes more towards cedar. Think fruity palate with solid wood and a mild balanced medium finish. ",@kingofcabala
1666356,4.0,"One of our favourite Portuguese table wines. Nice balance, not too fruity and with a dustiness that reminds me of hiking along the Southwestern coast - enjoyed it tonight with Chicken Piri-piri ",David Taylor
1666356,4.0,"Some acidity and dryness I didn’t expect (before looking at the label, “only” 13%, lower than many reds from this region).  A more elegant/lighter body than many red blends from Portugal. Try this wine before other (fuller) reds.  I added half a star because of the PQ ratio.",Order MoreDrinks
1666356,4.0,"I find great value in Portuguese wines, this one is no exception. On the nose some cherrywood and vanilla. On the palate, dark cherries, blackberries, blueberries, a little oak. Good mouth feel and decent finish - all for under $20. CDN. 👍👍🍷",Prairie Wine Guy
1666356,4.0,"Red and black cherry nose. Delicious, silky smooth body with strawberries, cherries, black cherries, vanilla and oak leading into blueberries, rhubarb and a little smokiness. Great with tomato-y pasta pasta. New best Portuguese red. ",Guy Francis
1666356,4.0,"Very nice red blend 56% Castelao, 22% National and 22% Fracesa  dark skinned grapes. All three of which are used in the production of Port.  Berry laden flavors blackberries , cassis 8 months in oak. Try it after decanting. Very good value",Tom Hill
1666356,4.0,"Bright intense dark ruby colour with a modest opening nose and near bold flavours of plum, dark cherry, blackberry, mellow oak and blackcurrants.  Feels well balanced across the palate with just a hint of dryness and acidity. Overall, quite enjoyable.  (3.8)",Murray Langgard
1666356,4.0,"Blackberry blueberry cherry, black cherry, earthy, slight cola notes, red apple skin, nice brightness on the palate black cherry, raspberry, almost like a blueberry lemon preserve tart. Cherry cola finish, good length medium body really like it ",Bryson P
1666356,4.0,"Not bad at all. Lots of black and forest fruits in the nose, vanilla, oak, blackberries, strawberries, currants, violets, plums. On the palate, wood, vanilla, good acidity, presence of soft tannins, good persistence and medium finish.    ",Daniel S
1538909,5.0,"Bouquet evoking a carmelized essence of Chardonnay, whisply viscous with the most perfect sensation of saline-minerality that finishes with a memorable, pleasant and softly acidic closing.  Awesome!!!",Babubbie Gabubbie
1538909,4.0,"🇵🇹 Vinho branco do Dão, Casa Passarella em taça uma cor cítrica, aroma a frutas cítricas com notas de madeira, no paladar tem elegância, muito bem estruturado, frescura, confirma madeira e uma ótima acidez, termina longo persistente.  🇬🇧 Dão white wine, Casa Passarella in a glass with a citrus color, aroma of citrus fruits with wooden notes, on the palate it has elegance, very well structured, freshness, confirms wood and great acidity, long persistent finish.",João Rodrigues
1538909,3.0,"Good flavors and aromas of fruit (citrus fruit) and lots of oak and exotic yeast notes. Yellow, greenish color, with moderate acidity. Ligth. Medium dry. In terms of aromas and taste, it is a pleasant white from Dão region, for those who enjoy oaked and yeasty wine  (which is not really my case. I didn't apreciated). Contains sulphites. 13.º alcohol.  ",Tiago - Lisboa
1538909,4.5,"Very interesting high level Encruzado, plenty of oak on this. Kind of like a buttery Chardonnay mixed with Assyrtiko! Some lemon peel slightly grippy finish too. ",Nick Gardiner
1538909,4.5,"One of the best Encruzado from Portugal. Very complex with delicate and discreet of peach, lemon, passion fruit, lychee, jasmine, orange blossom and lemon balm. Balanced with vibrant acidity. The wine has a very high aging potential, rich, textured and structured. Very long finish ",Adrian Butuc
1538909,4.5,"Superb Délicate, but intense Super long finish, retro back of mouth and œsophage Superb balance acidity and fat (oily texture) Started with wood, then a chenin  with more texture, iode notes, flowers and fruits, keep evolving Pear skins, apple skins",Fabien
1538909,4.5,"Maybe a 4.3 in terms of things I like. However, this is one of the most complex wines I’ve ever tried. Pale lemon color. Promover nose: lime, nutty, salt, oak, toast, white flowers. Dry, high acidity, medium body, medium alcohol, long finish. Palate follows on the nose with some orange notes. Outstanding wine! I am just speechless ",Amin
1538909,4.5,Great with roasted turbot or lobster. Wonderful touch of smoke and great acidity. Bought in Portugal for around £30. Well worth the price ,S S
1538909,4.5,"This is a real star from DAO. Made from Encruzado, Portuguese grape. If you like Pouilly Fuisse style, this is a must!",Kamil Lewandowski
1538909,4.0,"Lemon rind, lemon, a bit of ginger, a hint of brioche and malo flavours great depth and length. Very reminiscent of Assyrtiko ",Chiara & Philippe
1538909,4.5,"Absolutely Spectacular. These wines will take Dão way up of the premium wines ladder. Great fruit intensity and balanced and reasonable use of wood on a very fresh, unctuous but mineral and white stony profile. Great clean length and will be an interesting wine to follow its ageing!",Joao Vasconcelos
1538909,4.0,"4.1 ⭐️ and the one of the most complex white wines I have ever tasted. Pale lemon in colour. Pronounced nose with salt (super intense), lemon, nutty, oak, toast. On the palate it is dry with high acidity, medium alcohol, medium+ body with great finesse, pronounced intensity (lots of orange notes) and long finish. ",George Kitis
1538909,4.0,"Splendid white from Dão! This exquisite white is a perfumed and elegant Encruzado from 40y old vines, fermented with skin contact (“curtimenta”) and aged 9m in 600L oak barrels (1/3 new), with battonage. Fruity and complex, with smooth texture, crisp acidity and great length. Golden yellow color, floral, pineapple and citrus aromas/flavors, with notes of mineral salinity and well integrated oak. Dry, creamy and fresh, with a juicy lingering. Great Encruzado, still growing! (nice tip from @[1|5236071|Joel Ferreira])",MAB
1538909,4.5,"Fresh, clean, really nice on a sunny day.",Stew Gardner
1538909,4.0,Encruzado. Skin contact + oak. Then pressed. 9 months sur lies. Bottle ageing. Apple aromas and round palate.,Marc Greco
4270764,4.5,Rich body creamy. First barrel Albariño tried ever. More important done by Joana ,Joanna Cierpka
4270764,4.5,Oaky on the nose with intense lemon flavor,Darija Mitrovska
4270764,4.0,Extra Alvarinho after the educational session. No detailed note. Unique aroma-flavor with rich body. Every wine has its own personality!,Kasumigna
4270764,4.0,"A white for the vinho verde region which is a bit unusual but a good wine with a very mineral nose and a good dry finish that pairs well with smoked fish, fatty fish and seafood. ",Mohammed Albaker
4270764,4.0,"Very enjoyable Alvarinho that shows its time on lees and partly in wood with a beautiful extra layer of complexity. Mellow and mineralic nose with stone fruit, grapefruit and some tropical fruit followed by a textbook Alvarinho palate with a twist. The perfect, crisp acidity and citrus (mainly lemon) are sprinkled with some oil for a more rich experience. 4.0",Frederic Knockaert
4270764,4.0,"Very tasty, will have to get this one again",Stefan Petursson
4270764,4.0,Fresh crisp full of fruit.  Outstanding white ,Neal is taking you ...Around the World in a Bottle
4270764,4.0,"Cool, smooth and refreshing, goes well with smoked fish. SH says sweet",Sarah Hanley
4270764,4.0,"91/100 Part of this wine was aged in wood for five months. The wood comes out here and adds a nice highlight to the lemon, white peach, dandelion, and mineral notes. It’s fuller in body than the standard bottling with more concentration. I bet this ages well as all the components come together. It’s delicious now, but could be a whopper with time in the bottle. ",Dr. Matthew Horkey
4270764,4.0,Smooth and dry - my friend said it’s a bit of Sauvignon Blanc and Chardonnay - Very neutral  lemon peach minerals - has everything,Tom Kapeller
4270764,4.0,"4* for this Vinho Verde wine. Extraordinary and complex aroma focused on fruits, flowers and oak. In the mouth dry and fresh wine with notes of fruits, flowers and spices. Good persistence in mouth with good structure and acidity. Elegant wine with well balanced and good alcohol. Cheers 🥂",Eduardo C.
4270764,4.0,"Fruity and crisp, excellent with seafood. ",Scott King
4270764,4.5,"Elegant, well balanced, nice acidity, lovely aroma! Recommend! Aroma 👃🏼 lemon, tropical fruit, mango, elderflower, honey. Flavor 👄 citrus, honey, butter. Cheers 🥂 ",Maria Germah
4270764,4.0,"Mineral and sweet on the nose. Strong, complex in the mouth. A great Verde from Santiago. ",Rui Andrade
4270764,4.0,lemon citrus níce white one for starters.,Jazz Mella
4329440,3.5,"3.3* green apple, pear ",Tommaso Iadicicco
4329440,3.0,Floral and strawberry on the nose.,Bina Shah
4329440,5.0,One of the best vinho verdes. Agree with Robert Parker very fresh great acidity would definitely buy again. ,Ari Papadopoulos
4329440,3.0,Great value for a day to day wine ,Eddie Corrochano
4329440,4.0,I tasted personally at Quinta de Covelas. Wonderful experience. The wine itself has a clear fruit note. It smells apple and pear. Nice with white cheese.,Wanderson Trindade
4329440,4.0," light citric color. Fine floral notes. In the mouth is fruity, citric and tropical notes.in the mouth is creamy and very fresh. Long finish.  Very gastronomic wine.",José Tavares
4329440,4.0,"One of my favs. Fresh, mineral, intense, lovely. Would have it for breakfast, judge me. ",Caio D'Alfonso
4329440,3.0,"Pale, green lemon coloring. Medium nose of lime, pear, green apples and subtle white flowers. Medium acidity and body, flavors of lemon and green apples. Short ending.",The Bottle Hunter
4329440,3.0,"Based in São Tomé de Covelas, Quinta de Covela is a stone’s throw from the Douro. Unoaked Arinto w. a bit of age.  Pale lemon. Wet stone w. plentiful citrus fruits of lemon, lime peel, grapefruit along with gooseberry. Slightly grassy. Developing w. a slight creaminess. Ultimately quite simple.  Dry. Fresh & zingy w. lemon, grapefruit, pink grapefruit & green apple. A merest prickle of spritz. White blossom, high acid & a m+ finish w. a slightly bitter phenolic m+ finish w. perceptible very low tannin.",Andy B
4329440,3.5,Honest white. Almost couldn’t tell is a Green Wine.,Alexandre Lins
4329440,3.5,Well balanced not too sweet and acidic! Nice choice. 3.7,Gustavo e Natália Jorge
4329440,3.5,"Pale yellow color, citric and floral on nose, high acidity, medium finish.  Rate 3.7",Reynaldo Ajauskas
4329440,3.5,"Portuguese Vinho Verde wine made of 💯% Arinto de Bucelas grape. Brilliant, clear straw yellow color. Mild, not complex mineral and white fruit aromas with light notes of green apple. Light body wine (12.5%), fresh and lively, disclosing nice acidity and alcohol. Finish is smooth, savory and short-lasting. A 76-GB pts fair and simple wine that paired perfectly with a grilled octopus dish.",Roberto Bassan
4329440,4.0,Nice and smooth. Citrusy and non acidic. Big Wow!,Angel Prieto
4329440,3.0,ES88 Vinho verde from 🇵🇹 Portugal. Goes well with light seasoned seafood. Mineral but flat. 100% Arinto white grapes. Winebrands,Sato
1660614,5.0,"Fresh, crisp and complex best served with food. ",Sam Edward
1660614,4.0,Light yellow colour. Very light scent with tones of tones of peaches and pears. Very crispy and mature tone with really nice acidity balancing. ,Mikael De Sousa Mestre
1660614,4.5,Delicious blend with Portuguese grapes. Full round aroma of black berries that turns tum feel of the black berries jam on the palate. With nice firm peppery spices and woody flavours. Round and full bodied. Just splendid.,Pszemo Pszemo
1660614,4.0,"Rubi, intenso, encorpado, marcante ",Marcelo Lima Filho
1660614,4.0,"Forest floor, moss, pepper, very rich and interesting",Björn Heinzelmann
1660614,4.5,Amazing wine. Medium body but deep flavors. Unexpectedly beautiful. ,Honor Gunday
1660614,5.0,"Magnificent. Deep, cassis joy. ",Roger Bagley
1660614,3.0,David Gilmor - Rattle that lock - not quite there. Something missing...,Joao Vasconcelos
1660614,4.0,"Great wine, probably best with beef. Soft tannins and subdue  finish. Reminds me of a mature Bordeaux .",Charles Knapp
1660614,5.0,Amazing wine! Robust but still quite fruity and woody.,Gustavo Barreto
1660614,3.5,"Wonderful Alentejo. Strong but not overwhelming. Very smooth tannins weil integrated. Hints of black berries, vanilla. ",Den San
1660614,5.0,So call me a sinner. I really like this!,Mitch Lacey
1660614,4.0,"Full body, great value,",Daniel Torkildsen Lea
1660614,3.5,"Dark red, heavy legs, dry, acidic, black cherry, slight bitter aftertaste ",David Mosher
1660614,4.5,Excellent accompaniment to a great steak!,Robert Tickner
1709173,4.0,"Dry, strawberry based rose with some orange, ginger, medium to low acidity and refreshing finish. Really nice with Portuguese soft sheep cheese Azeitao, also solid with baked codfish and salty sides.",ihsan dereli
1709173,4.0,Not generally a fan of Rose but this is an absolute belter! Strawberry but not overly sweet.. highly recommended! ,Steve Langan
1709173,3.5,"Light flowery nose; distinct strawberries and butter in the palate - the former are also in the finish (it is fairly long). Sour and bitter twists in the palate, interesting. Just short of benchmark rose though - 3.75-",Boris V
1709173,3.0,Agradavel frescor. Mais info no blog,Fernando Lima
1709173,3.0,Amber colour 12.5. Watermelon on nose. Plenty of acid and moderate alcohol. ,njc
1709173,4.0,"Very gastronomic rosé, clean and fresh with a crisp strawberry driven profile, good acidity and just enough complexity to make it interesting. Simple yet really well made Alentejo rosé!",André Osório
1709173,4.0,Ollie and James at Izzys,Dan Flynn
1709173,4.0,"Full bodied, well composed. Red wine character. ",Clara Musaeus
1709173,3.5,"Competent wine, not too tasty. I would add to the blend some moscatel or similar to add swiftness. Never less good for an afternoon lunch.",Luís Alves
1709173,4.5,Did not expect this much power from a rosé. Beautiful dense aromas and a length that deserves recognition. Possibly the best rosé I ever had - if there’s such a thing... ,Tobias Steber
1709173,4.0,A nice and dry one. Light taste of strawberries with a refreshing palate. Prima vera agora!,Atle Sviland
1709173,4.5,"The Best Rosé so far. Incredible surprise to find peach, mineral and red fruits notes. Good intensity and freshness. Dry and fat. Amazing",Paulo Albano
1709173,3.5,"50 % Touriga Nacional and 50 % Aragonez.  In the glass a bright pink, salmon color.  On the nose intense aromas of strawberries, peach and orange flint with hints of violets and herbs.  On the palate well balanced with nice acidity and freshness. Not too light but with a certain fatness in it. It has a medium light spicy finish.",Goswijn - IG: thestoryofmywine
1709173,3.5,"Opening a bottle I noticed a pink salmon color with aromas of red fruits and gentle spice notes.  The palate showed light fruit, not overwhelming, tastes of strawberries and a hint of cherries, dry with the right balance of tannins and acidity. The wine needed to be slightly chilled. The finish was medium with slight spicy ending. Drink now while it’s fresh. This wine was a gift from my colleague, Amandio, a native of Portugal, who brought back this gem from one of his trips back home. Gratíssimo!",Sipping Fine Wine
1709173,3.5,Nice wine to drink. Red berries on the nose. Some spicy ness as well. Medium to light mouthfeel with some acidity.,Bernt Odfjell
1809963,4.0,I’m used to the great quality of these vines. This vintage still need some more years to be at its best... but who want to wait🤪,Leif Lindqvist
1809963,4.0,84:100                                                               Yep               That’s                 So             ✅🥄🍾🦆,D P
1809963,4.0,Vintage 2018: very nice and palate pleasing Alejanto. The high alcohol percentage will make it even better in the next few years. Was perfect with our hummer.,Pierre-Marie Heller
1809963,4.0,"Delicious. Super well made. Medium weight, super balanced, stone fruit, persistent without being dull ",Joao Vasconcelos
1809963,4.0,"Apple up front, both on the nose and the palate. ",Liam Townsend
1809963,4.0,Elegant and balanced. I had it at restaurant Azenhas do mar,Roberto Gota
1809963,4.0,Fresh but powerful,Toms Sulmanis
1809963,4.0,Super by vis ,Dimitrios Vdv
1809963,4.0,Medium body with long finish. Fresh with peach and melon aromas,Gonzalo Ponce
1809963,4.0,"Flavored, not flowered, intense, great south white wine, easy to drink.",pedro almeida
1809963,4.0,"Very fruity, pineapple and a hint of caramel ",Martin Goldmann
1809963,3.0,"Drinkable but not memorable.  Is it age, is it too much wine, or is it that this was a pleasant run of the mill white wine. Anyway whatever the case we came, we saw and we drank. Cheers. ",Fluffy Duck
1809963,3.5,"On the nose, citrus, melon, pineapple and stone fruits. Subtle vanilla cream notes Very fresh and fruity with tropical fruits of melon and pineapple. Also yellow peach and apricot Lemon vanilla cream on the finish, which does end a little short But a good accompaniment with pork ",Lisa Harlow
1809963,3.0,Needs to be decanted for an hour before enjoying. Good to have with food instead of by itself. Deep red colour and a medium to full body. Taste and aroma of  vanilla oak blackberry pepper  raspberry cherry blackcurrant,Grapes & Grinds
1809963,3.5,Started the evening with this Portuguese white. Nice and crisp body with lemon predominantly present on the palate. This is followed by some orange and apple to give this one smooth but little dry finish ,Jesse Vaisanen
1598254,4.5,"Fresh and rich nose - smells like it has some maturity, though hard to describe what I mean. The palate is rich and acidic, with strawberry (ripe, possibly even cooked) and oak. Really nice rose which tastes like a really quality white.",Mike Hong
1598254,4.0,"89/100 It is Touriga Nacional aged in oak for six months. Complex and developed nose. It smells like an aged white wine. Notes of natural gas, strawberry, and pepper. This has light fruit flavors and high acidity. It’s highly structured for a rosé, long finish. Light amount of tannins.",Dr. Matthew Horkey
1598254,4.0,"Salmon color ... red fruit ... minerals ... oak ... res.sugar 0,6 g/l ... grapes of Touriga Nacional ... heavier type of Rose wine ... i like it",Ondrej Kmoch
1598254,4.0,"Chemical on the nose in a good way Light, good balance Touriga nacional At winery",Rita R
1598254,4.0,"#outubrorosanovivino #umbrindeàprevencão For this prevention campaign against breast cancer, I chose this amazing portuguese rosé made from Touriga Nacional grapes. Limpid salmon color with cupper glances. Nose of red fruits as cherries and strawberries with smoked and floral notes. In mouth, fresh, refreshing with  vivid structure. Ellegant red fruit flavors wrapped in floral and mineral structure, good body and acidity with challenging tannins and remarkable red fruit lingering aftertaste. Cheers!",Renato Feliz Augusto
1598254,4.5,One of the best roses I've ever tasted Very dry and needs food,Peter Tamkin
1598254,3.5,"Dry, bitter, paired greatly with cheese and aged smoky, cured meats. Earthy tannins with root-based flavors and hints of pears.",Howie Klemmer
1598254,4.0," Salmon color. Very fragrant wine, floral aroma, with light smoky notes.  In the mouth it is textured, dry and intense, with iodinated notes  Very long finish. A wine that stands out and surprises who proves it.",José Tavares
1598254,4.0,"Salmon color proves to be elegant and outstanding in texture, with delicate fruit and minerality. On the nose it is perfumed, flowery with light smoky notes, white chocolate and white cherry. The test is full of texture and finesse, dry, mineral, juicy and long.",Ken
1598254,4.0,"Superb Alentejo rose....great fruity & fresh taste, well balanced & easy going. Really good....cheers! 🥂",Raimondas B.
1598254,3.5,A classic good rose but nothing special about it ,Fabien Lainé
1598254,4.5,"I was surprised to find a rose this great from Portugal. This wine is up there with best rose wines from Bandol. Great body, dry and makes an excellent companion to sea food. ",Erik N
1598254,3.5,Oaky nose. Smooth finish and dry for a Rose ,Glenn Kobes
1598254,4.5,"Super fatty fruity rosé,  the one I was looking for this summer.",Martin Koster
1598254,4.5,Definitely one of the best Rose I ever had.,Helder Rodrigues
1240432,4.0,Vinhos de Portugal @ CasaShopping 02jun2019,Rodrigo Fonseca
1240432,4.0,Mais info no blog,Fernando Lima
1240432,4.0,Deep complex red. Notes of  blackberry black cherry cassis oak chocolate,Lotte Malmgren
1240432,4.0,"Amazing, unusual wine. Save up",David Frodsham
1240432,4.0,"Slightly acidic, extremely elegant. A classic Douro!! ",Miguel Lourenço
1240432,4.5,"Full bodied, spicy,plenty of flavours. Imediate pleasure although it will improve certainlly with time. Still hasnt the eucaliptus of 2009. Great long finish!",João Vaz Velho
1240432,4.5,"This is a surprise! Unusual Portugese Red. Round with medium acidity and medium to low alcohol. Red fruits, a little oak with a beautiful liquorice aftertaste.",Arif B
1240432,4.5,"Dark red fruit oak delicious cherry blackcurrant hint of pepper and tar pine sap and bark, complex and spicy finish. What a beautiful wine",Tom
1240432,4.5,Amazing!   Fruity 🍷🍷🍷🍷 Body 🍷🍷🍷🍷 Acidity 🍷🍷 Tannins 🍷🍷 Alcohol 🍷🍷  4.7pts,Tiago Magnani
1240432,4.5,"Deep glossy red color  The nose full with notes of mint, black plums, black mulberry and extensive floral notes of violet, and finally some fine cedar and graphite notes. A heavy and complex nose, but still sophisticated  The pallate full of blackberry, plum, mulberry and black raspberry, warm spices, and fine cedar. Exceptionally smooth and rounded tannins supported with juicy acidity in the almost perfect harmony and ballance  Fine and long aftertaste full of ripe black fruits, vanilla and cedar 4.7",NikolaD
1240432,4.5,"Very rich and interesting wine. Needs decanting in my view, as tannins develop and soften over long time while being in a glass Eye: bold and intense ruby Nose: jam, truffle, potato, red currant bush, butter, meat notes, herbs, dried cherry Acidity: above average Taste: fruit kernels, bilberry Finish is long and developing from drawing persimmon to apple, herbs and tea with currant jam ",Marat Kh
1240432,4.5,"This is decent juice, that’s for sure!!  A fine bouquet of raspberries, cassis and some red currant jam, a little cigar box and horse saddle. Layered on the palate, complex, in balance and with a great aftertaste. I would leave this in the cellar for 10 more years. Curious what this wine will generate on the tertiary aromas... 4,3⭐️ for now...",Koen Danhieux
1240432,5.0,"World class wine. Black fruit jam, black cherry, cassis, flowers, vanilla, cloves, ultra fine dense tannins, long, elegant and concentrated.",Arunas Starkus
1240432,4.0,"Dark red color with hints of purple. Red berries, spices, oak at the nose. Good length. Red berries like raspberry in the finish.",Per Eugen K
1240432,4.5,Wow! A magic taste with the prune after-taste and flavours. ,astrologycaster
4258195,4.0,"Deep ruby red colour with violet rim. Complex nose with pronounced aromas of ripe blackcurrants, blackberries, herbaceous, vanilla and oak. Dry with full-bodied and rounded well integrated tannins. In the mouth explodes aromas of ripe black fruits and licorice. Medium long length ",Adrian Butuc
4258195,4.0,Good but not totally my style,Antonio Villas-Boas
4258195,4.0,Very delicious and different in a good crispy way!,Jose Cunha
4258195,4.0,"Very bold, very intense red from Dão. Deep ruby red color, with a fruity nose, but a spicy, pepper finish. Notes of blackberries and oak. Very enjoyable!",Vanja Lazic
4258195,3.5,"Deep purple colour. Aromas and flavours of black cherry, black plum, blackcurrant herbs and spicy oak notes. The tannins come out a bit unripe and due to this the wine lacks some balance as well as intensity, complexity and length. Still, this Touriga Nacional is a good food match at a favourable price.  ",Espen B
4258195,3.5,"A rather nice good value food-friendly Touriga nacional on the lighter and fresher scale. Pretty and fragrant nose. Quite pleasant and inviting. At first herbal, perfumed tea and with air more spicy, with a sweet dark LBV port dried fruit note. On the palate it works for me best with food. Without it lacks some depth but with a rich lent, tomato, sausage stew it went really well. Juicy fresh very crisp forest berry fruit, leafy and earthy, good acidity and light body. A versatile food wine!",Eyvind York
4258195,4.0,Casa Américo Touriga Nacional 2012.   A:  What I like about the Casa Américo brand of Rioja is the way the winemakers use only French and Spanish oak.  Not many of the Riojas I've had use oak barrels (not even in the blends).  So I was surprised when I was given a bottle of Casa Américo Touriga Nacional to try. From Wikipedia:  The wine has a pale straw colour and is aged in new and older American oak barrels. It is composed of 60% tempranillo and 40% merlot.,Peter GoodWine US
4258195,3.5,"88/100 Another outstanding Dão for the price. Noted of black tea, pine, black raspberry, and earth. Medium bodied and juicy with soft tannins. This tastes younger than it is. It’s amazing how different the Portuguese grapes taste from the Dão on comparison to other regions.",Dr. Matthew Horkey
4258195,4.0,"Pleasant surprise, found it in a tasting. Around 25 pound.  Big nose full of black fruit, French spices coffee and liquorice. In mouth is big, powerful and long. Delicious with game.",Matteo Furlan
4258195,3.5,"Blueberries, violets, earth and herbs. Firm and balanced. Decent wine.",Pål Tore Bentsen
4258195,4.0,Once again the wife started belting out some musical show tunes. Meanwhile I thought this wine was nice and quite like a Malbec in body. BIG,Martyn Chapman
4258195,3.5,"Tbd, fresh, peppery, but thin; shimmering surface and no depth. 2nd tasting, 15th april 18: A lighter fare touriga, nothing at all like the ports, but pleasant and I'm going for 3.5 instead of 3. Fair value.",Peter Utnes
4258195,4.0,"Mid to full bodied. Plum, guava, ripe strawberry, cherry. Slate. Chalk. Graphite. Light undertones of oak and cola.  On the palate, tannins are silky smooth.  Acidity is nice and refreshing.  A tad saline.  91 points Wine Spectator.  Makes sense. 2012 is ready now ! ",A K
4258195,3.5,"Love the Dao region wines, complex, dry and fruity. You can really tell the oaky aroma in this one, was just a bit too accidic for my taste, but great quality for the price!",Babsi Fellinger
4258195,4.0,Giving it 4 for the value. Lovely finish and very refreshing.,Jeff Coe
18529,4.0,"Superb. Excellent structure and balanced acidity. Medium long finish. Dry but not excessively, very floral, full of red fruit. Recommended. ",Ary Dias
18529,4.0,"Bought in loco. Blackberries jam, full-bodied, intense. I’ve expected a bit more from oak but that’s ok. Cheers!",Alfredo França
18529,4.0,2013. A special vintage. No regrets. ,Ricardo
18529,4.5,Lovely Blend from Setubal. Still very good Vintage,Haris Naunitlal
18529,3.0,"Black current, black berry, strawberry, plum, black pepper chili, and leather",Mathew Jauregui
18529,2.5,"I hope this was just a bad bottle and we were unlucky because I enjoy a lot other wines from Bacalhoa. Unfortunately this one is a hard pass. It's not corked and the wine doesn't seem spoiled but the acidity (and overwhelming sediment) is unpleasant. Giving a 2.5 for my own recollection, will try another bottle after covid, probably focus on younger vintages.",Filipe Gonçalves Almeida
18529,4.5,"Fruity with strong hints of plum, very palatable with a peppery and dry finish.",Tony Northcott
18529,4.5,"Outstanding Portuguese wine from Peninsula de Setubal. Well balanced Bordeaux blend, fruity, full body, lots of caracter! Amazing pairing with duck leg! CHEERS! ",Frederico Freire Jardim
18529,4.5,Great wine from Setubal Portugal it is the third time that I taste this but first time that I taste a 2014 vintage a gift of a friend! Nice Bordeaux cut.,Eduardo Noronha
18529,4.5,"Of very deep red color, it is powerful and very concentrated on the alluring nose, with intense flavors of raspberries combined with savory roasted scents of espresso , spice cake,mint and dried blueberry fruit, all well- defined with a full , complex, fresh and elegant structure. ",Peter Hess
18529,5.0,Very good wine,Lee
18529,5.0,The bouquet is perfect.,Saulo Duarte
18529,4.5,"Very nice Bordeaux blend! On the nose plums, leather and wood. On the mouth nice tannins and good acidity. Nota 4.3",Antoine Abed
18529,4.5,Just fantastic Reasonably good structure on this red Very rich with soft juicy tannins.. full bodied,Marius Kotze
18529,4.5, oak plum vanilla chocolate oak chocolate coffee blackcurrant plum dark fruit,Rubens @winepassbr
2187145,4.5,"One of thebest arinto i ve tasted. A supreme work with the grape,leaving the acidity but with not too much tanine. 12° is good enough. A nice fish risoto and the day is won",Luís Alves
2187145,4.5,Amazing structure. Nose of honey and ripe figs. Palate with hints of guava and rosehip. ,Nab Kas
2187145,3.5,Apple and oak nose. Smooth mouthfeel. More Apple on the palate. Hubby found it too strong. ,Theresa Omran
2187145,3.5,Nice patio wine. Didn’t work all that well with pork and a chilli rub but that was my fault. ,L Burrell
2187145,3.5,"100 native Portuguese grape Arinto 😋 Sweet peach, ripe apricot. Complex body with nice refreshing acidity. Nice weekend-starter!",Barolo Brunate
2187145,3.5,Peach easy to drink,- # The Wine Traveler # -
2187145,4.0,Still a huge arinto but the 2015 is much better,Baltazar Baptista
2187145,4.0,"Silverstone Grand Prix, race is back on.  👃 fantastic, rich but not imposing, tropical, with lots of papaya and mango with a touch of honey and oak.  👃 elegant, dry, with a certain specific taste like bourbon, medium acidity and  a normal afretaste. ",Mauro Ferrão
2187145,3.0,"Arinto is usually used in Vinho Verde blend to provide acidity, but I might aswell try this monovarietal wine. Explosion of pear, wet stones and cantaloupe on the nose. Stingy lime citrus palate. Ends floral and mineralic. Some will claim it is ubalanced, but I think it's allright. I'm not thriving for the bitter element that is clearly missing. Enjoyable.",Øystein Telnæs
2187145,3.5,"Aromatic, citric, feels as it had oak although it doesn't. Nice and fresh, with good body.",Bee
2187145,4.0,Nice smooth leverage meaningful yalowbatiof but wrinkles in moonlight stars for sflelowf ,Miguel Gamboa
2187145,4.0,"Superb white, notes of vanilla and cinnamon. Good dry acidity and smooth",Margo Maddison
2187145,3.5,"Vinninova Master Class Łódź 09.2019 Opis wkrótce. The Note will come later. 3,5",Dariusz Kuzawiński
2187145,3.5,"Good flavors and aromas of fruit (citrus fruit), some floral, some minerals. Yellow, greenish color, with moderate acidity. Ligth. Medium dry/sweet. Overall, on the olfactory / gustatory level its a pleasant wine. However it's not my style of wines.  I found the notes very alien.  The vineyard and terroir seemed to me to be overshadowed by the winery... I prefer a more natural style... Contains sulphites. 13,5.º alcohol.  ",Tiago - Lisboa
2187145,2.0,"[@ Alentejo at CCB 13-14/10/2017] Not convinced about this one - has that lemony Arinto acidity but seems to be missing something, some structure, some 'togetherness'. Though perhaps I am somewhat prejudiced here by a preference for Bucelas Arinto. (13% abv).",James B (Portugal)
1646861,4.0,"Did I say that drinking wine in Portugal is an automatic +0.5*?😅 ok jokes aside, full bodied delight. Chocolate and cherries on the nose. Eucalyptus on the palate. Dry oaky finish to sweep you off the feet and making crave another sip. ",Jelena Nova
1646861,4.0,"Very good Dão region wine, cherries, chocolate, pepper, vanilla, a bit rough at beginning, I let it decanter for more 20 minutes, then much better. Bold, deep red and purple tones, long taste. Perfect with red meat, taste it with veal ribs and potatoes. ",Jorge Antunes
1646861,4.0,Always worth trying one more time...,Amade Mamudo
